id,text,clean_text,predicted_emotion,sarkasme_leksikon,sarkasme_proksi_jijik
2.0583238990212e+18,"@chanheeehnahc AAAMIINN, bener🥹 dlu sering pap makanan lebih beragam🥹🥹 semoga besok tambah beragam🥹🥹🥹",aaamiinn bener dlu sering pap makanan lebih beragam semoga besok tambah beragam,Percaya,False,False
2.05837410798581e+18,"Krn hari Minggu anak Lanang minta dibuatkan segabeti ala londo mix ceker pedas manis buat nonton Netflix. Ini lah perpaduan makanan kompeni dan jowo mania. 😅😅

Simbok ♥️ https://t.co/PxFB2a9RDK",krn hari minggu anak lanang minta dibuatkan segabeti ala londo mix ceker pedas manis buat nonton netflix ini lah perpaduan makanan kompeni dan jowo mania simbok,Tertarik,False,False
2.05819434644562e+18,"@galanntis [ PESERTA @galanntis MENCARI JODOH ]

nama : dylan
umur : 5+
hobby : apapun yang bermanfaat ( siap menjadi pengaruh yang positif untuk @galanntis )
makanan favorit : rahasia, jalan dulu sama aku

semoga dapet golden tiket 🙏🏻 https://t.co/JZmFGWTJAa",peserta mencari jodoh nama dylan umur hobby apapun yang bermanfaat siap menjadi pengaruh yang positif untuk makanan favorit rahasia jalan dulu sama aku semoga dapet golden tiket,Jijik,False,True
2.05845728137801e+18,@Willi301001 Seblak bukan makanan manusia kak 😭😭,seblak bukan makanan manusia kak,Percaya,False,False
2.05823291553295e+18,"@anggraenime Nggak bisa kak 🥲 makanya bawa lauk sendiri seperti kentang mustofa, abon, makanan kalengan lain cukup berguna  sekali",nggak bisa kak makanya bawa lauk sendiri seperti kentang mustofa abon makanan kalengan lain cukup berguna sekali,Jijik,False,True
2.05836731985704e+18,"@doublesixbabe @zeegot_ sama😂malah ku tantangin ""maju kau sini! beraninya dari blkg tiba di datengi plenger!"" trus juga ni hari pertama mati listrik kemarin, sekitar jam 10 malem keluar nyari makanan eh malah disebelah rumah kosong ada kepala nongol, mbatin ku dia juga kepo napa ni lampu blum idup juga",samamalah ku tantangin maju kau sini beraninya dari blkg tiba di datengi plenger trus juga ni hari pertama mati listrik kemarin sekitar jam malem keluar nyari makanan eh malah disebelah rumah kosong ada kepala nongol mbatin ku dia juga kepo napa ni lampu blum idup juga,Jijik,False,True
2.05841354677048e+18,@wwwteshow06 Jadi p'ping udah gak ngambek lagi nih? Dibujuk sama makanan ya🤭,jadi pping udah gak ngambek lagi nih dibujuk sama makanan ya,Jijik,False,True
2.05842989699369e+18,"benci banget sm makanan yg pake iming iming ""diet"" cuma karena pake sayur dan porsi kecil tp its still high on cal, use shitton of mayonnaise, tepung, di goreng dengan minyak.  stop scamming people man i see what u did 😭 mending warteg bjirr",benci banget sm makanan yg pake iming iming diet cuma karena pake sayur dan porsi kecil tp its still high on cal use shitton of mayonnaise tepung di goreng dengan minyak stop scamming people man i see what u did mending warteg bjirr,Jijik,False,True
2.05801166355579e+18,"Karena Soeharto, beras menjadi makanan wajib dan pokok bagi orang kita. Klo ga makan nasi belum makan, sampe ada istilah begitu. 

Beras juga jadi bahan pokok yang naik selain minyak goreng. Biasanya saya membeli beras Petruk 20kg seharga 305rb per 20kg. Sekarang harganya jadi 320rb per 20kg 🥲

Ada ga sih barang yg harganya ga naek di ekonomis sekarang? 🥲",karena soeharto beras menjadi makanan wajib dan pokok bagi orang kita klo ga makan nasi belum makan sampe ada istilah begitu beras juga jadi bahan pokok yang naik selain minyak goreng biasanya saya membeli beras petruk kg seharga rb per kg sekarang harganya jadi rb per kg ada ga sih barang yg harganya ga naek di ekonomis sekarang,Jijik,False,True
2.05844920420556e+18,"Nah itu.. jadinya broken 😔 .. nah selama ayahnya aik dituntut itu aik sama kakaknya dititip ke rumah kakeknya aik yang orang Italia ituu, rumah itu hangat bgt, kakeknya sering masak makanan itali, nah neneknya juga kayak bakery gituuu :3 nah aika jadi apa ya bisa bikin juga",nah itu jadinya broken nah selama ayahnya aik dituntut itu aik sama kakaknya dititip ke rumah kakeknya aik yang orang italia ituu rumah itu hangat bgt kakeknya sering masak makanan itali nah neneknya juga kayak bakery gituuu nah aika jadi apa ya bisa bikin juga,Jijik,False,True
2.05840778111235e+18,"♊️: he called me 'Thun Pho Gem' &amp; Fourth ‘Pho Food' not Fot

// ADIK BENERAN PANGGIL PAPA FOT PHO FOOD… EMANG PAPAMU MAKANAN KAH NHOO? MAKANAN PAPI GEM 🙂‍↕️😂🙂‍↕️😂

GEMINIFOURTH RACE TO LOVE
#LOLFanFest2026D3 https://t.co/qpxWLf1Tat",he called me thun pho gem amp fourth pho food not fot adik beneran panggil papa fot pho food emang papamu makanan kah nhoo makanan papi gem geminifourth race to love,Jijik,False,True
2.05834266562493e+18,@tanyarlfes jangan culamitan ka 😭 adabnya gimana dh sendok bekas dipake ke makanan orang lain.,jangan culamitan ka adabnya gimana dh sendok bekas dipake ke makanan orang lain,Tertarik,False,False
2.05841710372064e+18,"@simply_err @itbfess_x Kalian ga punya akal sbg manusia?

Perkara sulitnya dapet pesenan makanan aja begitu.

Ga bisa mikir? ga bisa jalan? Manja? 

Kan udah diberi himbauan agar ada antisipasi utk perayaan juara Persib,  bisa kan menyiapakan segala sesuatunya utk hari sabtu dan minggu?
Yaa ampun 😮‍💨",kalian ga punya akal sbg manusia perkara sulitnya dapet pesenan makanan aja begitu ga bisa mikir ga bisa jalan manja kan udah diberi himbauan agar ada antisipasi utk perayaan juara persib bisa kan menyiapakan segala sesuatunya utk hari sabtu dan minggu yaa ampun,Jijik,False,True
2.05841585947193e+18,"@qrivasiii bisa banget, tau makanan tofu cina itu ga? nah ini versi mie nya😗",bisa banget tau makanan tofu cina itu ga nah ini versi mie nya,Jijik,False,True
2.05820326887521e+18,makanan sehari hari😭😭😭 https://t.co/mGUNdNrBKM,makanan sehari hari,Percaya,False,False
2.05824240079615e+18,"@carbs_racha aku senang party di resto hari ini, makanan nya enak2 🥰🥰🥰💕💕💕 yuk mingdep lagi",aku senang party di resto hari ini makanan nya enak yuk mingdep lagi,Percaya,False,False
2.05840992120991e+18,"🩷 Promo Bundling JSM Kopken by. prada

only 42.000 udah dapet 2 minuman LARGE + 1 makanan 🥳

✅ Berlaku hari Jumat, Sabtu, Minggu
✅ Bebas Pilih menu sesuai di pamflet 
✅ Bisa delivery (+) Ongkir sesuai applikasi
✅ Proses satset
✅ Sabang - merauukeee https://t.co/VDDSQyhH2K",promo bundling jsm kopken by prada only udah dapet minuman large makanan berlaku hari jumat sabtu minggu bebas pilih menu sesuai di pamflet bisa delivery ongkir sesuai applikasi proses satset sabang merauukeee,Jijik,False,True
2.05838660167659e+18,"@tir_mcdohll kalo itu makanan fav gue, pasti coba😭",kalo itu makanan fav gue pasti coba,Percaya,False,False
2.0583979556407e+18,@ocilbetterthing Magnet kasur lebih kuat dari makanan 😅,magnet kasur lebih kuat dari makanan,Jijik,False,True
2.05827384772049e+18,"AKU MARAH KALII SUMPAH WEEE KELEN GAK KESEL WE?

AKU KESEL KALI HUEEEEE MONANGIS 😫 AKU JUGA MIKIRIN ORG YG BR PUNYA ELEKTRONIK DISAYANG2 TBTB GINI, STOK JUALAN BUAT BESOK SM LUSA JD BASI, ESKRIM FROZENFOOD CAIR SEMUA, MAKANAN JD BASI, IKAN AQUARIUM JD LEWAT, BANYAKLAH WE 😭",aku marah kalii sumpah weee kelen gak kesel we aku kesel kali hueeeee monangis aku juga mikirin org yg br punya elektronik disayang tbtb gini stok jualan buat besok sm lusa jd basi eskrim frozenfood cair semua makanan jd basi ikan aquarium jd lewat banyaklah we,Jijik,False,True
2.05812540792967e+18,"Tadi anak-anak kan beli es krim, dah dimakan habis.

Setelah muter muter, udah banyak jajan manis manis juga, istri tetiba juga pengen es krim.
Yauda beli lah 1, karena anak anak udah kebanyakan makanan manis.

Tapi akhirnya satu es krim itu juga dimakan bareng bareng karena anak anak minta.
Tiba tiba ada kakek kakek datang ngasih 2 es krim buat anak anak.

Kami si ngucap terima kasih dan terima aja karena itu niat baik kan.

Tapi dalem hati “Bjir, gue ga dikira yang engga engga kan”🙈🙏🏼",tadi anakanak kan beli es krim dah dimakan habis setelah muter muter udah banyak jajan manis manis juga istri tetiba juga pengen es krim yauda beli lah karena anak anak udah kebanyakan makanan manis tapi akhirnya satu es krim itu juga dimakan bareng bareng karena anak anak minta tiba tiba ada kakek kakek datang ngasih es krim buat anak anak kami si ngucap terima kasih dan terima aja karena itu niat baik kan tapi dalem hati bjir gue ga dikira yang engga engga kan,Jijik,False,True
2.05840948205364e+18,Lah pada baru tau? Acara kek gini tuh emang makanan bergizi sangat tinggi😂 https://t.co/gC54ruSqRs,lah pada baru tau acara kek gini tuh emang makanan bergizi sangat tinggi,Tertarik,False,False
2.05814186054847e+18,"Kata gua juga apa🤣😂

Dari jauh2 hari saya sudah tau rencana si entitas gelap satu ini, Krn itu bagian dari agenda elite zionist. Mulailah nanti impor bahan makanan sintetis dan zat2 kimia yg di campur di dalam makanan. Jangan pernah lupa rekam jejak bengisnya Prabowo.",kata gua juga apa dari jauh hari saya sudah tau rencana si entitas gelap satu ini krn itu bagian dari agenda elite zionist mulailah nanti impor bahan makanan sintetis dan zat kimia yg di campur di dalam makanan jangan pernah lupa rekam jejak bengisnya prabowo,Jijik,False,True
2.05843114326825e+18,bukannya kalau resto gak boleh bawa makanan atau minuman dari luar ya 😌,bukannya kalau resto gak boleh bawa makanan atau minuman dari luar ya,Jijik,False,True
2.05845171671949e+18,"marckris pas fancon di malay bilangnya
""kakak tolong bawa saya makan makanan melayu, boleh?""

marckris pas fancon di indo bilangnya
""mau nambah adik satu kak?""

KENAPA GADA SATUPUN YG VIBES GOMBAL2 GT SIHHHHHHHHH MINTA DIBAYIIN BANGET😭😭😭😭😭😭😫😫😫",marckris pas fancon di malay bilangnya kakak tolong bawa saya makan makanan melayu boleh marckris pas fancon di indo bilangnya mau nambah adik satu kak kenapa gada satupun yg vibes gombal gt sihhhhhhhhh minta dibayiin banget,Jijik,False,True
2.0582448158639e+18,"@asmaramerona Keknya kl mo makan y makan aj, kl ngobrol y ngobrol, gabisa keduanya entar makanan ga laku😭",keknya kl mo makan y makan aj kl ngobrol y ngobrol gabisa keduanya entar makanan ga laku,Tertarik,False,False
2.05811747155994e+18,"Kyehoon lagi setting makanan di meja, botol soda nya kesenggol dan hampir nyembur 😭😭 https://t.co/eX7Hhlbdn4",kyehoon lagi setting makanan di meja botol soda nya kesenggol dan hampir nyembur,Jijik,False,True
2.05841879202864e+18,"Makasi persib udah juara, karena ini Mamaku bikin makanan enak-enak dari kemarin malem, bapakku tiba-tiba ngasih tambahan uang (buat nonton konser katanya) 😭😭",makasi persib udah juara karena ini mamaku bikin makanan enakenak dari kemarin malem bapakku tibatiba ngasih tambahan uang buat nonton konser katanya,Jijik,False,True
2.05814778634509e+18,@ZS2129 Agak la ek kalau 30-40 tu mcm makanan kita je utk 3 kali makan😭😂,agak la ek kalau tu mcm makanan kita je utk kali makan,Jijik,False,True
2.05821779910604e+18,ini lagi ngomongin onu yang katanya dia tuh berat badannya bertambah aka makin chubby gembuy mbuy 😚 ya gimana ya.. his jibsaram aja seperhatian itu soal makanan; min bilang kalo dia bakal masak apapun even semangkuk ramen tapi with lot care # tweet rps 🤡 https://t.co/LtTCcDX6Im,ini lagi ngomongin onu yang katanya dia tuh berat badannya bertambah aka makin chubby gembuy mbuy ya gimana ya his jibsaram aja seperhatian itu soal makanan min bilang kalo dia bakal masak apapun even semangkuk ramen tapi with lot care tweet rps,Jijik,False,True
2.05838336202127e+18,Ngakak bgt ini si ohyul ga ngerti trend brewek pokemon udh kek emak emak yg liat anak anaknya ngabisin duit buat collect pc alias tuh duit mending buat beli makanan wkwkwkwk 🤣🤣,ngakak bgt ini si ohyul ga ngerti trend brewek pokemon udh kek emak emak yg liat anak anaknya ngabisin duit buat collect pc alias tuh duit mending buat beli makanan wkwkwkwk,Jijik,False,True
2.05843362986143e+18,bukannya kalau resto gak boleh bawa makanan atau minuman dari luar ya 😌,bukannya kalau resto gak boleh bawa makanan atau minuman dari luar ya,Jijik,False,True
2.05436866104202e+18,"Guys, tolong ramein lagi ya 🥹🥹

Tau aay yang hobi ngedit sn pake ai itu? Dia masih aktif di tiktok 😭😭😭 makin jelek editan dia plis. Tolong bantu rnb ya, kasian mukanya sn jadi makanan ai terus 😭😭 https://t.co/XuLPXhaXI2",guys tolong ramein lagi ya tau aay yang hobi ngedit sn pake ai itu dia masih aktif di tiktok makin jelek editan dia plis tolong bantu rnb ya kasian mukanya sn jadi makanan ai terus,Jijik,False,True
2.05820626592773e+18,"#Keiju 260523 🫧 update

Keiju yapping tentang pengalamannya hari ini nonton baseball secara langsung. Saking serunya nonton baseball, Keiju ampe udh kenyang karena nonton & gak banyak makan di stadion,, padahal bnyk makanan enak disana... sugohaesseoyo buat hari ini Kyeiju!! Seneng bgt liat Iju happy & semangat selama di stadion baseball🙂‍↕️🩷🫳
#KickFlip #킥플립",update keiju yapping tentang pengalamannya hari ini nonton baseball secara langsung saking serunya nonton baseball keiju ampe udh kenyang karena nonton gak banyak makan di stadion padahal bnyk makanan enak disana sugohaesseoyo buat hari ini kyeiju seneng bgt liat iju happy semangat selama di stadion baseball,Jijik,False,True
2.0583999585006e+18,"Dear Little devils pastiin sebelum malam kalian mam dulu makanan yg enak, mandi, beli snack yg mau di mam, kopi untuk yg ngopiii.. 
Kita harus dalam kondisi yang baikkk karena mlmnya kita pasti jd tissu yg kena aer ☝

PERTHSANTA CHEQUERED FLAG

#LOLFanFest2026D3",dear little devils pastiin sebelum malam kalian mam dulu makanan yg enak mandi beli snack yg mau di mam kopi untuk yg ngopiii kita harus dalam kondisi yang baikkk karena mlmnya kita pasti jd tissu yg kena aer perthsanta chequered flag,Jijik,False,True
2.05838064874287e+18,"Mama pasti eneg doainnya tp namanya aja doa ibu buat anak-mantu dan udh dibacain di raudhoh, di multazam pas haji😌😌😌😌😌😌

Ini meskipun nanti cm salah satu alias cm EPL doang jg gpp namanya manusia mah cm bs berencana dan berdoa🥲 legowo mah makanan sehari-hari ceu https://t.co/vUvhfQUUWo",mama pasti eneg doainnya tp namanya aja doa ibu buat anakmantu dan udh dibacain di raudhoh di multazam pas haji ini meskipun nanti cm salah satu alias cm epl doang jg gpp namanya manusia mah cm bs berencana dan berdoa legowo mah makanan seharihari ceu,Tertarik,False,False
2.05842701151394e+18,"🌪 : WOY MAKANAN GWE
#BimaBayusena #Bimajinasi 

Adakah yg bisa menamakan semua pokemon disini~? 😆 https://t.co/sNYDWmRl3e",woy makanan gwe adakah yg bisa menamakan semua pokemon disini,Percaya,False,False
2.05838350348678e+18,"Gak make sense banget udah segini aja masih dibilang useless. Tambah nyapu iya, bantu siapin makanan iya wkwk 

Mungkin dia maunya ngangkat2 karung sampe sakit pinggang baru dibilang kerja 😋 https://t.co/zg32vdx4EW",gak make sense banget udah segini aja masih dibilang useless tambah nyapu iya bantu siapin makanan iya wkwk mungkin dia maunya ngangkat karung sampe sakit pinggang baru dibilang kerja,Jijik,False,True
2.05838550897649e+18,"@tanyakanrl Kak strechmarks itu normal ya, kebanyakan orang juga ada, tergantung kulitnya elastis apa engga, bisa dikurangi dengan banyak konsumsi makanan yang mengandung kolagen, bisa pake lotion penghilang strechmarks. Tetep PD aja. aku juga ada strechmarks kok🫶🫶
https://t.co/KDeCLBnANa",kak strechmarks itu normal ya kebanyakan orang juga ada tergantung kulitnya elastis apa engga bisa dikurangi dengan banyak konsumsi makanan yang mengandung kolagen bisa pake lotion penghilang strechmarks tetep pd aja aku juga ada strechmarks kok,Jijik,False,True
2.05837192175939e+18,@deeandra_naya ya tapi emang susah sih nolak makanan gratis gitu 😹,ya tapi emang susah sih nolak makanan gratis gitu,Percaya,False,False
2.05839403708702e+18,@nyaw2yawn AKU JG TAURUS PLISSSS.....WISHLIST BANYAK TAPI YANH DIBELI MAKANAN TERUS😭😭😭😭😭😭😭😭😭,aku jg taurus plisssswishlist banyak tapi yanh dibeli makanan terus,Jijik,False,True
2.05834661228047e+18,"@frrnbtst246 @arieparikesit Ada makanan daerah yang pisang goreng &amp; ubi dimakan pake sambel. 
Saya pernah pake sambel colo-colo, dan enak banget 👌🏾",ada makanan daerah yang pisang goreng amp ubi dimakan pake sambel saya pernah pake sambel colocolo dan enak banget,Tertarik,False,False
2.05833160925504e+18,"Semoga kita semua payout ribuan dollar per 2 minggu jadi sebulan bisa jalan jalan keliling Indonesia, membeli makanan enak tanpa perlu lihat harganya berapa, + barang-bareng yang kita suka. Dengan gaji segitu mudah sekali kita bisa beli rumah impian bahkan mobil impian juga. Semoga menginspirasi kalian semua semangat terus sobat minsel.✨💫🥰",semoga kita semua payout ribuan dollar per minggu jadi sebulan bisa jalan jalan keliling indonesia membeli makanan enak tanpa perlu lihat harganya berapa barangbareng yang kita suka dengan gaji segitu mudah sekali kita bisa beli rumah impian bahkan mobil impian juga semoga menginspirasi kalian semua semangat terus sobat minsel,Jijik,False,True
2.05810730729331e+18,"hai haaai, prinses NAC telah datang. 🫪🩷 adakah nyang sama hobinya membuang-buang uang demi makanan? https://t.co/SN2H4kYeto",hai haaai prinses nac telah datang adakah nyang sama hobinya membuangbuang uang demi makanan,Percaya,False,False
2.05841498329446e+18,@wfr3104 Parents aku pun marah kalau makanan buang macam tu je. Membazir itu amalan syaitan😭,parents aku pun marah kalau makanan buang macam tu je membazir itu amalan syaitan,Percaya,False,False
2.05841475306067e+18,"@pentolanobuu BTWWW I KINDA GET IT MAKANAN KESUKAAN AI-CHAN SOUNDS CRUNCHY AND YUMMY KOKKKK 🤤🤤🤤🤤🤤

butter di panggang diatas roti emg enak + hadum juga didnckdkfjc 🥪🥪🥪🥪🥪😳😳😳😳",btwww i kinda get it makanan kesukaan aichan sounds crunchy and yummy kokkkk butter di panggang diatas roti emg enak hadum juga didnckdkfjc,Percaya,False,False
2.05558384953567e+18,"Marugame dan SSB: Kalo makan di sana, bayar gorengannya lebih mahal daripada bayar makanan utamanya 🤯 https://t.co/E43kwBkU2C",marugame dan ssb kalo makan di sana bayar gorengannya lebih mahal daripada bayar makanan utamanya,Jijik,False,True
2.05815829998878e+18,"pengen banget malem ini ada yang dateng ke kosan, bawa makanan, mam dulu... terus pas mau pulang aku bilang ""jangan dulu"" 😳 f19 hehehe #FWBSolo",pengen banget malem ini ada yang dateng ke kosan bawa makanan mam dulu terus pas mau pulang aku bilang jangan dulu f hehehe,Jijik,False,True
2.0582387927888e+18,busett hp km hoki bgt diambil sehun suho😭 https://t.co/y6SfpwpWef,busett hp km hoki bgt diambil sehun suho,Jijik,False,True
2.05841392871213e+18,"Tau aja dedek teshow kalau kaka cantik ngambek harus dibujuk pake makanan yaa😋

#TeshowPing",tau aja dedek teshow kalau kaka cantik ngambek harus dibujuk pake makanan yaa,Percaya,False,False
2.0584345979864e+18,@Alarsszz Makanan terenak yg kulihat hari ini di X 😊👍 Barakallah..,makanan terenak yg kulihat hari ini di x barakallah,Jijik,False,True
2.05819922691249e+18,"@tanyarlfes Aku aja yg udh jadi istri (jdi bagian keluarga) ga berani nyicip makanan adek iparku, mau sepengen apapun pasti aku tahan dan beli sendiri setelahnya, ko kamu berani bgt minta nyicip makanan adek pacarmu, klian deket bgt kah smpe kamu ga malu kaya gitu?😭",aku aja yg udh jadi istri jdi bagian keluarga ga berani nyicip makanan adek iparku mau sepengen apapun pasti aku tahan dan beli sendiri setelahnya ko kamu berani bgt minta nyicip makanan adek pacarmu klian deket bgt kah smpe kamu ga malu kaya gitu,Jijik,False,True
2.05824955105275e+18,"🐦‍⬛⚫️ (rs)

1. Sylus sebenarnya ngikutin Ai aja (yang lebih suka dimasakin, either beli takeout atau dimasakin koki rumah). Intinya soal makan Sylus tuh bebas, asal bukan makanan yang pedas atau rempahnya terlalu kuat aja hehe. Kalau lagi beda selera dengan Ai baru Sylus memutuskan sendiri mau makan/masak apa.

2. Keduanya kalau tidur beuhhh ranjang auto jadi kapal pecah. Tapi uniknya setiap kali salah satunya geser, yang lain pasti ngikut geser jadi mereka kalau tidur selalu kelihatan pelukan gitu :o

3. Sylus yang super teratur itu jangan ditanya rutinitas harian. Tapi 'downside'nya Ai jadi 'malas' karena kerjaan bebersih pasti udah dilakuin Sylus sesuai jadwal. Tapi pernah juga kok beberapa kali Sylus suruh Ai bantu bebersih.

4. Begitu pula kalau urusan belanja. Meski di rumah Sylus ada asisten atau koki yang biasanya belanja, kadang Sylus yang kerjain biar sekalian grocery date sama Ai. Makanya tiap belanja Ai ngikut aja.

5. Uniknya meski Ai biasanya 'malas', soal skincare Ai masih mau rajin karena dia mau tampil lebih cantik buat Sylus (dan biar ga malu-maluin juga tiap kali diajak mendadak ke acara amal atau lelang). Semacam ""Dia udah mau terima aku yang 'stress' begini, masa aku masih suka gembel tiap Sylus pulang kerja?"" Ai juga senang tiap kali dikasih kesempatan buat grooming-in Sylus, misal keramasin rambutnya atau gosokin tubuhnya waktu mandi, karena di saat itulah dia kelihatan lebih rileks dan unguarded, satu sisi dia yang bikin Ai suka trenyuh >w<)/

6. Sylus yang super teratur itu jangan ditanya rutinitas harian (2). Dia selalu memastikan stok barang di rumah oke. Makanya Ai suka banget tiap nginap di rumah Sylus di kota mana pun, karena seringnya udah ga mikirin kebutuhan sehari-hari termasuk nyetok barang. Banyak asisten, koki, butler juga. Jadi dia bisa dengan mudah asyik dengan kegiatannya sendiri.

7. Lagi-lagi, kalau soal makanan, Sylus ngikut Ai aja. Karena Ai juga sama-sama nokturnal, kalau pagi dia seringnya tidur jadi sering skip sarapan (pagi), diganti jadi makan sore. Cocok sama jadwal Sylus sebelum tinggal bareng Ai.

8. Soal perbaikin barang, Ai sebenarnya mau dan bisa kerjakan beberapa, terutama soal motor atau mobil, tapi Sylus selalu lebih sat set dari dia. Akhirnya Ai lebih ke bantu Sylus aja tiap lagi betulin barang.",rs sylus sebenarnya ngikutin ai aja yang lebih suka dimasakin either beli takeout atau dimasakin koki rumah intinya soal makan sylus tuh bebas asal bukan makanan yang pedas atau rempahnya terlalu kuat aja hehe kalau lagi beda selera dengan ai baru sylus memutuskan sendiri mau makanmasak apa keduanya kalau tidur beuhhh ranjang auto jadi kapal pecah tapi uniknya setiap kali salah satunya geser yang lain pasti ngikut geser jadi mereka kalau tidur selalu kelihatan pelukan gitu o sylus yang super teratur itu jangan ditanya rutinitas harian tapi downsidenya ai jadi malas karena kerjaan bebersih pasti udah dilakuin sylus sesuai jadwal tapi pernah juga kok beberapa kali sylus suruh ai bantu bebersih begitu pula kalau urusan belanja meski di rumah sylus ada asisten atau koki yang biasanya belanja kadang sylus yang kerjain biar sekalian grocery date sama ai makanya tiap belanja ai ngikut aja uniknya meski ai biasanya malas soal skincare ai masih mau rajin karena dia mau tampil lebih cantik buat sylus dan biar ga malumaluin juga tiap kali diajak mendadak ke acara amal atau lelang semacam dia udah mau terima aku yang stress begini masa aku masih suka gembel tiap sylus pulang kerja ai juga senang tiap kali dikasih kesempatan buat groomingin sylus misal keramasin rambutnya atau gosokin tubuhnya waktu mandi karena di saat itulah dia kelihatan lebih rileks dan unguarded satu sisi dia yang bikin ai suka trenyuh w sylus yang super teratur itu jangan ditanya rutinitas harian dia selalu memastikan stok barang di rumah oke makanya ai suka banget tiap nginap di rumah sylus di kota mana pun karena seringnya udah ga mikirin kebutuhan seharihari termasuk nyetok barang banyak asisten koki butler juga jadi dia bisa dengan mudah asyik dengan kegiatannya sendiri lagilagi kalau soal makanan sylus ngikut ai aja karena ai juga samasama nokturnal kalau pagi dia seringnya tidur jadi sering skip sarapan pagi diganti jadi makan sore cocok sama jadwal sylus sebelum tinggal bareng ai soal perbaikin barang ai sebenarnya mau dan bisa kerjakan beberapa terutama soal motor atau mobil tapi sylus selalu lebih sat set dari dia akhirnya ai lebih ke bantu sylus aja tiap lagi betulin barang,Jijik,False,True
2.05818792460128e+18,"Minum satu sedotan✅
Makanan dibukain✅
Perut dielus-elus✅
Nempel terus✅

Fix sih ini https://t.co/Cu1Ysl6beU",minum satu sedotan makanan dibukain perut dieluselus nempel terus fix sih ini,Jijik,False,True
2.05843157832247e+18,"P1: LAPAAAAAARRR😠😠
P2: langsung senyum karna dah dimasakin makanan kesukaan dia sma Aheng

🙂‍↔️🙂‍↔️🙂‍↔️
#jiangli https://t.co/eFuZkhCDlI",p lapaaaaaarrr p langsung senyum karna dah dimasakin makanan kesukaan dia sma aheng,Percaya,False,False
2.05816012590773e+18,"Ditanya rekomendasi restoran enak di Korea, Park Jihoon malah jualan Kiyoung Chicken sama Suntory Highball 😂

💬: ""Ada rekomendasi restoran enak (matjib) ga?""
🐰: ""Kalo restorannya aku kurang tahu, tapi kalo menu makanan yang mau aku rekomendasiin ada..""
💬: ""Oh ya? Apa tuh?""
🐰: ""Kiyoung Chicken.. and Suntory Highball! 👍""

Kombinasi maut kata Jihoon.. dikasih jempol mantap 😂

Tolong dinaikin gaji modelnya 🙏",ditanya rekomendasi restoran enak di korea park jihoon malah jualan kiyoung chicken sama suntory highball ada rekomendasi restoran enak matjib ga kalo restorannya aku kurang tahu tapi kalo menu makanan yang mau aku rekomendasiin ada oh ya apa tuh kiyoung chicken and suntory highball kombinasi maut kata jihoon dikasih jempol mantap tolong dinaikin gaji modelnya,Jijik,True,True
2.05835235566224e+18,"✨ The Forsaken Saintess and Her Foodie Roadtrip in Another World

Kadang makanan hangat dan perjalanan panjang bisa menjadi cara terbaik untuk menyembuhkan seorang saintess yang pernah dibuang oleh dunianya sendiri.

Tayang Juli 2026.

#zoltraakid #forsakensaintess https://t.co/5kh0xRNASs",the forsaken saintess and her foodie roadtrip in another world kadang makanan hangat dan perjalanan panjang bisa menjadi cara terbaik untuk menyembuhkan seorang saintess yang pernah dibuang oleh dunianya sendiri tayang juli,Jijik,False,True
2.05805008614849e+18,"Bahas food reaction di Kitchen Soldier, Yoon Kyungho curhat syutingnya susah karena harus pake kipas kecepatan tinggi. Park Jihoon penasaran, supnya beneran enak kah? 

Ternyata kru emang nyiapin makanan enak biar aktingnya makin mantep.

💪:​ ""I found it really hard to keep from laughing during this scene.""
​👨: ""You remember that, right? The secret to expressing how tasty the food was, was using a high-powered fan. They'd blow it directly in my face, and k had to keep my eyes open without blinking.""
​🐰: ""Sunbaenim, was that soup i made really tasty?""
​👨"" It was delicious. Actually, the food team made the dishes really well. Although, you two couldn't really eat much, could you? You were too busy cooking.""",bahas food reaction di kitchen soldier yoon kyungho curhat syutingnya susah karena harus pake kipas kecepatan tinggi park jihoon penasaran supnya beneran enak kah ternyata kru emang nyiapin makanan enak biar aktingnya makin mantep i found it really hard to keep from laughing during this scene you remember that right the secret to expressing how tasty the food was was using a highpowered fan theyd blow it directly in my face and k had to keep my eyes open without blinking sunbaenim was that soup i made really tasty it was delicious actually the food team made the dishes really well although you two couldnt really eat much could you you were too busy cooking,Jijik,False,True
2.05828109413558e+18,"I’m bold to say like oshi like fans 🫩🙏🏻 alasan kl di rumah aku makan SERING disuapin mmh krn mamah kayak mbim, gemes liat aku ghosting makanan di depan muka 🫩 @serenaderealm https://t.co/HfyJk373XI",im bold to say like oshi like fans alasan kl di rumah aku makan sering disuapin mmh krn mamah kayak mbim gemes liat aku ghosting makanan di depan muka,Jijik,False,True
